"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-11-26","15.43",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","44","H,,S","50",",,W","33",",,W","  260",",,W","  290",",,W","28.0",",,W","40.0",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-11-27","4.70",",,W",,,"0.04",",,W,2400","0.0",",,W","0.0",",,W","36","H,,S","47",",,W","31",",,W","  130",",,W","  120",",,W","8.9",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-11-28","9.62",",,W",,,"0.00","T,,W,2400","0.0","T,,W","0.0",",,W","38","H,,S","42",",,W","33",",,W","  290",",,W","  310",",,W","18.1",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-11-29","15.66",",,W",,,"0.10",",,W,2400","1.5",",,W","1.2",",,W","31","H,,S","33",",,W","24",",,W","  240",",,W","  240",",,W","23.9",",,W","33.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W","    1",",,W"
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-11-30","15.88",",,W",,,"0.00","T,,W,2400","0.1",",,W","1.2",",,W","24","H,,S","26",",,W","23",",,W","  230",",,W","  240",",,W","21.9",",,W","30.0",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-01","10.51",",,W",,,"0.00","T,,W,2400","0.1",",,W","1.2",",,W",,,"30",",,W","23",",,W","  270",",,W","  260",",,W","19.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-02","9.62",",,W"," 1512",",,W","0.00","T,,W,2400","0.0","T,,D","1.0",",,D",,,"37",",,W","22",",,W","  270",",,W","  270",",,W","15.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-03","10.51",",,W"," 2244",",,W","0.00",",,D,2400","0.0",",,D","0.0","T,,7",,,"35",",,W","21",",,W","  210",",,W","  210",",,W","23.0",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-04","19.69",",,W"," 2332",",,W","0.03",",,W,2400","0.4",",,D","0.0",",,D",,,"38",",,W","24",",,W","  280",",,W","  280",",,W","30.0",",,W","45.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-05","17.45",",,W"," 0205",",,W","0.00","T,,W,2400","0.1",",,D","0.0","T,,D",,,"31",",,W","19",",,W","  270",",,W","  260",",,W","32.0",",,W","45.0",",,W",,,,,,,,,,,,,,,"    1",",,W"
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-06","13.42",",,W"," 1418",",,W","0.00","T,,W,2400","0.1",",,D","0.0","T,,D",,,"35",",,W","19",",,W","  240",",,W","  230",",,W","23.0",",,W","31.1",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-07","15.88",",,W"," 1947",",,W","0.00",",,W,2400","0.0",",,D","0.0","T,,D",,,"42",",,W","28",",,W","  220",",,W","  210",",,W","31.1",",,W","45.0",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-08","8.50",",,W"," 0011",",,W","0.00",",,W,2400","0.0",",,D","0.0",",,D",,,"52",",,W","34",",,W","  220",",,W","  220",",,W","21.9",",,W","30.0",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-09","8.05",",,W"," 1146",",,W","0.86",",,W,2400","0.0",",,D","0.0",",,D",,,"51",",,W","37",",,W","  230",",,W","  230",",,W","17.0",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-10","4.92",",,W"," 1854",",,W","0.00",",,W,2400","0.0",",,D","0.0",",,D",,,"50",",,W","33",",,W","  250",",,W","  310",",,W","10.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-11","14.54",",,W"," 2324",",,W","0.01",",,W,2400","0.4",",,D","0.0",",,D",,,"37",",,W","24",",,W","  260",",,W","  260",",,W","28.0",",,W","40.0",",,W",,,,,,,,,,,,,,,"    1",",,W"
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-12","17.00",",,W"," 0222",",,W","0.01",",,W,2400","0.8",",,D","1.0",",,D",,,"24",",,W","13",",,W","  240",",,W","  250",",,W","30.0",",,W","38.9",",,W",,,,,,,,,,,,,,,"    1",",,W"
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-13","4.25",",,W"," 0016",",,W","0.02",",,W,2400","0.0","T,,D","1.0",",,D",,,"23",",,W","10",",,W","  220",",,W","  220",",,W","12.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-14","7.38",",,W"," 1736",",,W","0.00",",,W,2400","0.0",",,D","1.0",",,7",,,"37",",,W","15",",,W","  100",",,W","   90",",,W","14.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-15","6.71",",,W"," 0822",",,W","1.39",",,W,2400","0.0",",,D","0.0","T,,D",,,"46",",,W","34",",,W","  130",",,W","  130",",,W","14.1",",,W","21.0",",,W",,,"    1",",,W",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-16","10.29",",,W"," 2146",",,W","0.19",",,W,2400","0.0",",,D","0.0",",,D",,,"54",",,W","39",",,W","  260",",,W","  270",",,W","25.1",",,W","38.9",",,W",,,"    1",",,W",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-17","11.63",",,W"," 0033",",,W","0.00",",,W,2400","0.0",",,D","0.0",",,D",,,"45",",,W","37",",,W","  260",",,W","  260",",,W","28.0",",,W","38.9",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-18","6.26",",,W"," 1647",",,W","0.00","T,,W,2400","0.0","T,,7","0.0",",,D",,,"45",",,W","33",",,W","  290",",,W","  290",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-19","5.14",",,W"," 0006",",,W","0.00","T,,W,2400","0.0","T,,D","0.0",",,D",,,"33",",,W","29",",,W","  300",",,W","  290",",,W","15.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-20","9.40",",,W"," 2028",",,W","0.07",",,W,2400","1.1",",,D","0.0","T,,D",,,"33",",,W","25",",,W","   10",",,W","  330",",,W","21.0",",,W","27.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-21","8.50",",,W"," 1025",",,W","0.00","T,,W,2400","0.0","T,,D","1.0",",,D",,,"27",",,W","15",",,W","  320",",,W","  350",",,W","18.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-22","5.37",",,W"," 1355",",,W","0.00","T,,W,2400","0.0","T,,D","0.0","T,,D",,,"28",",,W","11",",,W","  170",",,W","  170",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-23","10.29",",,W"," 1036",",,W","0.19",",,W,2400","0.6",",,D","0.0","T,,D",,,"34",",,W","25",",,W","  160",",,W","  160",",,W","17.0",",,W","28.0",",,W","    1",",,W",,,,,"    1",",,W",,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-24","4.47",",,W"," 0024",",,W","0.00",",,W,2400","0.0",",,D","0.0","T,,D",,,"36",",,W","33",",,W","  230",",,W","  230",",,W","10.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-25","3.58",",,W"," 1320",",,W","0.00",",,W,2400","0.0",",,D","0.0",",,D",,,"37",",,W","31",",,W","  110",",,W","  130",",,W","10.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-26","5.14",",,W"," 1739",",,W","0.00","T,,W,2400","0.0",",,D","0.0",",,D",,,"42",",,W","36",",,W","  130",",,W","  110",",,W","10.1",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-27","6.49",",,W"," 2114",",,W","0.09",",,W,2400","0.0",",,D","0.0",",,D",,,"47",",,W","37",",,W","  130",",,W","  130",",,W","15.0",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-28","12.08",",,W"," 1103",",,W","0.02",",,W,2400","0.0",",,D","0.0",",,D",,,"58",",,W","42",",,W","  210",",,W","  220",",,W","28.0",",,W","36.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-29","11.18",",,W"," 2319",",,W","1.43",",,W,2400","0.0",",,D","0.0",",,D",,,"46",",,W","38",",,W","  300",",,W","  300",",,W","23.9",",,W","36.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-30",,," 1416",",,W","0.23",",,D,2400","0.0","T,,D","0.0",",,D",,,"49",",,W","34",",,W","  240",",,W","  240",",,W","21.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2024-12-31","11.86",",,W"," 1744",",,W","0.08",",,W,2400","0.0",",,W","0.0",",,W",,,"42",",,W","33",",,W","   10",",,W","  360",",,W","23.0",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-01-01","13.20",",,W"," 1236",",,W","0.01",",,W,2400","0.0","T,,D","0.0",",,D","34","H,,S","37",",,W","30",",,W","  260",",,W","  250",",,W","21.9",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-01-02","13.42",",,W"," 0928",",,W","0.00","T,,W,2400","0.1",",,D","0.0","T,,D","29","H,,S","30",",,W","27",",,W","  280",",,W","  270",",,W","21.0",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-01-03","13.65",",,W"," 1605",",,W","0.00","T,,W,2400","0.4",",,D","0.0","T,,D","27","H,,S","28",",,W","23",",,W","  290",",,W","  280",",,W","23.9",",,W","32.0",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-01-04","14.99",",,W"," 1407",",,W","0.00","T,,W,2400","0.0","T,,D","0.0","T,,D","22","H,,S","25",",,W","19",",,W","  270",",,W","  310",",,W","21.9",",,W","31.1",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-01-05","8.28",",,W"," 1014",",,W","0.00","T,,W,2400","0.0","T,,D","0.0","T,,D","20","H,,S","27",",,W","12",",,W","  300",",,W","  290",",,W","16.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-01-06","12.30",",,W"," 1352",",,W","0.01",",,W,2400","0.1",",,D","0.0","T,,D","23","H,,S","28",",,W","21",",,W","   10",",,W","  340",",,W","23.0",",,W","31.1",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-01-07","10.74",",,W"," 0745",",,W","0.00","T,,W,2400","0.0","T,,D","0.0","T,,D","24","H,,S","30",",,W","21",",,W","  320",",,W","  330",",,W","21.0",",,W","31.1",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-01-08","8.50",",,W"," 0955",",,W","0.00","T,,W,2400","0.0","T,,D","0.0","T,,D","24","H,,S","26",",,W","16",",,W","  300",",,W","  330",",,W","16.1",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-01-09","5.82",",,W"," 1856",",,W","0.00",",,W,2400","0.0",",,D","0.0","T,,D","17","H,,S","28",",,W","7",",,W","  210",",,W","  220",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-01-10","8.28",",,W"," 1344",",,W","0.16",",,W,2400","3.2",",,D","0.0","T,,D","20","H,,S","26",",,W","15",",,W","  190",",,W","  190",",,W","18.1",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-01-11","7.16",",,W"," 1245",",,W","0.04",",,W,2400","0.5",",,D","4.0",",,D","25","H,,S","34",",,W","17",",,W","  290",",,W","  280",",,W","15.0",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-01-12","12.30",",,W"," 2042",",,W","0.02",",,W,2400","0.6",",,D","3.0",",,D","29","H,,S","34",",,W","23",",,W","  210",",,W","  200",",,W","23.0",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-01-13","16.11",",,W"," 0024",",,W","0.00","T,,W,2400","0.0","T,,D","3.0",",,D","27","H,,S","34",",,W","16",",,W","  230",",,W","  230",",,W","29.1",",,W","36.0",",,W",,,,,,,,,,,,,,,"    1",",,W"
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-01-14","10.96",",,W"," 1622",",,W","0.03",",,W,2400","0.8",",,D","3.0",",,D","16","H,,S","20",",,W","9",",,W","  310",",,W","  300",",,W","21.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-01-15","11.86",",,W"," 2327",",,W","0.00","T,,W,2400","0.0","T,,D","4.0",",,D","15","H,,S","26",",,W","8",",,W","  220",",,W","  210",",,W","21.0",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-01-16","11.41",",,W"," 0159",",,W","0.05",",,W,2400","1.4",",,D","4.0",",,D","20","H,,S","32",",,W","10",",,W","  220",",,W","  210",",,W","21.9",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W","    1",",,W"
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-01-17","13.42",",,W"," 1409",",,W","0.00",",,W,2400","0.0",",,D","4.0",",,D","31","H,,S","38",",,W","20",",,W","  190",",,W","  190",",,W","23.0",",,W","30.0",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-01-18","12.53",",,W"," 1201",",,W","0.24",",,W,2400","0.0","T,,D","2.0",",,D","34","H,,S","38",",,W","20",",,W","  220",",,W","  340",",,W","23.0",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-01-19","8.95",",,W"," 2302",",,W","0.00","T,,W,2400","0.0","T,,D","2.0",",,D","20","H,,S","22",",,W","8",",,W","  300",",,W","  290",",,W","18.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-01-20","14.32",",,W"," 1554",",,W","0.00","T,,W,2400","0.0","T,,D","2.0",",,D","9","H,,S","13",",,W","5",",,W","  240",",,W","  220",",,W","23.9",",,W","32.0",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-01-21","12.30",",,W"," 1108",",,W","0.00","T,,W,2400","0.0","T,,D","2.0",",,D","7","H,,S","10",",,W","0",",,W","  280",",,W","  220",",,W","21.0",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","2025-01-22","13.20",",,W"," 1541",",,W","0.01",",,W,2400","0.1",",,D","2.0",",,D","3","H,,S","16",",,W","-3",",,W","  170",",,W","  190",",,W","19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,
